area,room,toilet,lat,long,price-VND,quan-code,loai_bds-code,price-per-m2
300,0,0,15.97968,108.21498,2600000000,1,7,8666666
100,0,0,16.00641,108.23998,2600000000,4,7,26000000
210,0,0,16.04797,108.15633,2600000000,3,7,12380952
100,0,0,16.09512,108.13844,2630000000,3,5,26300000
52,2,1,16.0854,108.23467,2650000000,5,14,50961538
44,2,2,16.07371,108.21071,2650000000,6,13,60227272
100,0,0,15.99033,108.26709,2690000000,4,7,26900000
80,2,1,16.03553,108.21571,2690000000,2,13,33625000
125,0,0,16.09512,108.13844,2700000000,3,5,21600000
117,3,2,16.06326,108.21063,2700000000,6,8,23076923
115,3,2,16.06688,108.1799,2700000000,6,13,23478260
175,10,10,16.0799,108.13589,2700000000,3,14,15428571
72,2,1,16.08286,108.16059,2700000000,3,14,37500000
100,2,1,15.98276,108.21213,2700000000,1,14,27000000
150,0,0,16.05192,108.16724,2700000000,3,5,18000000
175,3,3,16.0799,108.13589,2700000000,3,14,15428571
75,2,2,16.0558,108.22367,2700000000,2,0,36000000
150,0,0,16.05192,108.16724,2700000000,3,5,18000000
100,0,0,15.99033,108.26709,2750000000,4,7,27500000
90,0,0,16.05243,108.1776,2750000000,1,7,30555555
125,0,0,16.09512,108.13844,2795000000,3,5,22360000
81,0,0,16.02577,108.20979,2800000000,1,7,34567901
88,3,2,15.98326,108.25256,2800000000,4,14,31818181
90,0,0,15.98635,108.25687,2800000000,4,5,31111111
87,3,2,15.97796,108.26199,2800000000,4,14,32183908
81,0,0,16.02577,108.20979,2800000000,1,7,34567901
88,3,2,15.98326,108.25256,2800000000,4,14,31818181
252,3,4,16.07331,108.24296,2800000000,5,12,11111111
125,0,0,16.09512,108.13844,2800000000,3,5,22400000
87,3,2,15.98635,108.25687,2800000000,4,14,32183908
90,2,2,15.98635,108.25687,2800000000,4,0,31111111
78,3,3,16.09512,108.13844,2800000000,3,1,35897435
50,0,0,16.06606,108.18659,2850000000,6,7,57000000
48,3,2,16.0597,108.21212,2850000000,6,13,59375000
52,0,0,16.07867,108.22043,2850000000,2,7,54807692
82,2,2,16.09384,108.24476,2870000000,5,0,35000000
83,2,2,16.09384,108.24476,2870000000,5,0,34578313
40,2,2,16.0608,108.20521,2879000000,6,13,71975000
63,2,2,16.04404,108.22296,2899000000,2,13,46015873
85,0,0,16.02974,108.242,2900000000,4,7,34117647
150,0,0,16.05192,108.16724,2900000000,3,5,19333333
42,3,4,16.05173,108.22054,2900000000,2,13,69047619
74,2,2,16.1061,108.13558,2900000000,3,1,39189189
61,3,3,16.06306,108.24195,2900000000,5,9,47540983
74,2,2,16.1061,108.13558,2900000000,3,3,39189189
150,0,0,16.05192,108.16724,2900000000,3,5,19333333
120,2,2,16.05448,108.18343,2930000000,6,13,24416666
60,3,3,16.05676,108.16851,2950000000,3,13,49166666
90,0,0,16.04454,108.21522,2950000000,2,9,32777777
49,3,3,16.0669,108.21225,2950000000,6,13,60204081
45,3,2,16.0779,108.21025,2950000000,2,13,65555555
45,3,3,16.06063,108.21655,2990000000,2,13,66444444
75,3,3,16.1061,108.13558,2990000000,3,1,39866666
70,2,2,16.0377,108.21407,3000000000,2,13,42857142
62,1,1,16.03851,108.24755,3000000000,4,0,48387096
88,4,2,16.06791,108.20152,3000000000,6,13,34090909
62,1,1,16.03851,108.24755,3000000000,4,0,48387096
85,4,2,16.07243,108.20271,3000000000,6,13,35294117
50,3,4,16.08417,108.21861,3000000000,2,13,60000000
85,4,2,16.07243,108.20271,3000000000,6,13,35294117
80,4,3,16.06826,108.18784,3050000000,6,13,38125000
67,3,3,16.06531,108.23834,3090000000,5,13,46119402
85,2,1,16.06228,108.237,3090000000,5,9,36352941
94,0,0,16.01245,108.25361,3090000000,4,7,32872340
67,4,3,16.06531,108.23834,3090000000,5,13,46119402
85,2,1,16.06228,108.237,3090000000,5,13,36352941
50,3,3,16.0789,108.21699,3100000000,2,13,62000000
74,2,2,16.1061,108.13558,3100000000,3,0,41891891
60,0,0,16.05085,108.24319,3100000000,4,7,51666666
94,0,0,16.01245,108.25361,3100000000,4,7,32978723
94,0,0,15.98728,108.26717,3100000000,4,7,32978723
110,0,0,15.99107,108.23758,3100000000,4,7,28181818
45,3,3,16.06063,108.21655,3100000000,2,13,68888888
70,3,2,16.04454,108.21522,3100000000,2,13,44285714
90,7,7,15.9809,108.25448,3100000000,4,14,34444444
86,3,2,16.06557,108.192,3130000000,6,13,36395348
60,4,3,16.05817,108.20961,3150000000,6,13,52500000
56,4,2,16.07243,108.20271,3190000000,6,13,56964285
120,0,0,16.02268,108.24644,3200000000,4,7,26666666
90,0,0,16.07345,108.16578,3200000000,3,7,35555555
60,0,0,16.08591,108.23199,3200000000,5,7,53333333
80,0,0,16.02617,108.24185,3200000000,4,7,40000000
55,3,3,16.08562,108.21912,3200000000,2,13,58181818
50,3,2,16.06352,108.20856,3200000000,6,13,64000000
72,2,2,16.09256,108.2308,3200000000,5,14,44444444
80,0,0,16.02611,108.24381,3200000000,4,7,40000000
50,3,2,16.06352,108.20856,3200000000,6,9,64000000
82,2,1,16.03851,108.24755,3200000000,4,0,39024390
50,3,2,16.06352,108.20856,3200000000,6,9,64000000
55,3,3,16.08562,108.21912,3200000000,2,13,58181818
54,1,1,16.1061,108.13558,3200000000,3,1,59259259
70,2,1,16.04156,108.22326,3250000000,2,13,46428571
100,3,2,16.00641,108.23998,3290000000,4,14,32900000
82,2,2,16.03851,108.24755,3300000000,4,0,40243902
75,3,2,16.07516,108.23167,3300000000,5,13,44000000
105,0,0,16.09579,108.22874,3300000000,5,7,31428571
78,2,2,16.0603,108.23628,3300000000,5,13,42307692
160,3,3,16.08412,108.16158,3300000000,3,12,20625000
93,0,0,16.00881,108.21744,3350000000,1,7,36021505
75,2,2,16.07507,108.16997,3350000000,3,14,44666666
75,2,2,16.07507,108.16997,3350000000,3,14,44666666
82,2,2,16.03851,108.24755,3400000000,4,0,41463414
60,4,4,16.05676,108.16851,3400000000,3,13,56666666
86,0,0,16.10043,108.25233,3400000000,5,7,39534883
62,2,2,16.03851,108.24755,3400000000,4,0,54838709
60,3,3,16.05159,108.20989,3400000000,2,13,56666666
62,2,1,16.03851,108.24755,3400000000,4,0,54838709
50,3,2,16.06352,108.20856,3400000000,6,13,68000000
53,1,1,16.08881,108.22049,3400000000,2,0,64150943
100,3,2,15.99639,108.21336,3400000000,1,14,34000000
82,2,2,16.03851,108.24755,3449000000,4,0,42060975
75,3,2,16.07687,108.22035,3450000000,2,13,46000000
56,3,1,16.08656,108.23388,3450000000,5,14,61607142
82,0,0,16.04361,108.20663,3450000000,2,7,42073170
100,3,2,15.99476,108.21192,3450000000,1,14,34500000
100,0,0,15.99246,108.21312,3490000000,1,7,34900000
102,0,0,15.9922,108.26839,3490000000,4,7,34215686
82,2,2,16.03851,108.24755,3499000000,4,0,42670731
86,0,0,16.03506,108.23964,3500000000,4,7,40697674
83,2,2,15.99582,108.26936,3500000000,4,0,42168674
105,3,2,16.03851,108.24755,3500000000,4,0,33333333
85,0,0,16.03506,108.23964,3500000000,4,7,41176470
50,2,2,16.05504,108.23528,3500000000,5,14,70000000
62,2,1,16.03851,108.24755,3500000000,4,0,56451612
70,0,0,16.07067,108.21568,3500000000,2,7,50000000
82,2,2,16.03851,108.24755,3500000000,4,0,42682926
90,3,2,16.05344,108.16739,3500000000,3,14,38888888
83,2,2,16.03851,108.24755,3500000000,4,0,42168674
83,2,2,16.03851,108.24755,3500000000,4,0,42168674
75,0,0,16.09256,108.2308,3500000000,5,7,46666666
50,2,2,16.05504,108.23528,3500000000,5,14,70000000
92,4,2,16.06578,108.20387,3500000000,6,13,38043478
51,3,4,16.07688,108.21215,3500000000,2,13,68627450
51,3,4,16.07688,108.21215,3500000000,2,14,68627450
105,3,2,16.03851,108.24755,3500000000,4,0,33333333
105,3,3,16.03851,108.24755,3500000000,4,0,33333333
82,2,2,16.03851,108.24755,3500000000,4,0,42682926
107,2,2,15.99582,108.26936,3500000000,4,0,32710280
61,2,2,16.06191,108.23652,3500000000,5,0,57377049
50,3,3,16.04415,108.21923,3530000000,2,13,70600000
58,3,3,16.07481,108.21054,3549000000,6,13,61189655
100,0,0,16.01451,108.22781,3550000000,1,7,35500000
123,3,3,16.05861,108.21823,3550000000,2,13,28861788
90,2,2,16.0597,108.21212,3550000000,6,13,39444444
58,3,2,16.07481,108.21054,3550000000,6,13,61206896
53,3,2,16.05515,108.21731,3580000000,2,14,67547169
53,3,2,16.05515,108.21731,3580000000,2,13,67547169
53,3,2,16.05515,108.21731,3580000000,2,14,67547169
53,3,2,16.05515,108.21731,3580000000,2,14,67547169
53,3,2,16.05515,108.21731,3580000000,2,14,67547169
53,3,2,16.05515,108.21731,3580000000,2,14,67547169
53,3,2,16.05515,108.21731,3580000000,2,13,67547169
53,3,3,16.05515,108.21731,3580000000,2,13,67547169
55,3,2,16.05504,108.23528,3590000000,5,14,65272727
41,4,3,16.06746,108.19719,3590000000,6,13,87560975
65,3,4,16.05448,108.18343,3590000000,6,13,55230769
43,2,1,16.09023,108.24266,3600000000,5,14,83720930
100,0,0,16.01559,108.2225,3600000000,1,7,36000000
100,0,0,16.01412,108.19179,3600000000,1,5,36000000
85,3,1,16.03506,108.23964,3600000000,4,14,42352941
43,2,1,16.09023,108.24266,3600000000,5,14,83720930
85,0,0,16.09447,108.23031,3600000000,5,7,42352941
69,3,3,16.04076,108.21777,3600000000,2,13,52173913
100,2,2,16.01533,108.22171,3600000000,1,14,36000000
62,2,1,16.03851,108.24755,3650000000,4,0,58870967
100,0,0,16.01451,108.22781,3650000000,1,7,36500000
100,0,0,15.98983,108.21364,3650000000,1,7,36500000
99,0,0,16.01171,108.21869,3650000000,1,7,36868686
58,0,0,16.05638,108.24681,3680000000,4,7,63448275
105,3,2,16.04698,108.17251,3690000000,1,14,35142857
75,0,0,16.07747,108.21258,3700000000,2,7,49333333
60,2,2,16.05577,108.23296,3700000000,5,13,61666666
82,2,1,16.03851,108.24755,3700000000,4,0,45121951
90,4,4,16.02983,108.25417,3700000000,4,14,41111111
75,0,0,16.08737,108.2457,3700000000,5,7,49333333
150,0,0,16.05192,108.16724,3700000000,3,5,24666666
100,2,2,15.99107,108.23758,3700000000,4,14,37000000
85,0,0,16.09447,108.23031,3700000000,5,7,43529411
83,2,2,16.03851,108.24755,3700000000,4,0,44578313
75,3,3,16.07875,108.16616,3750000000,3,14,50000000
75,3,3,16.07875,108.16616,3750000000,3,14,50000000
75,3,3,16.07875,108.16616,3750000000,3,14,50000000
83,2,2,16.03851,108.24755,3750000000,4,0,45180722
60,3,3,16.05676,108.16851,3750000000,3,13,62500000
34,2,2,16.09384,108.24476,3750000000,5,14,110294117
75,3,3,16.07875,108.16616,3750000000,3,14,50000000
68,3,4,16.04076,108.21777,3779000000,2,13,55573529
55,3,2,16.05504,108.23528,3800000000,5,14,69090909
42,4,3,16.05142,108.22233,3800000000,2,13,90476190
83,2,1,16.03851,108.24755,3800000000,4,14,45783132
106,0,0,16.01971,108.25581,3800000000,4,5,35849056
85,2,1,16.09447,108.23031,3800000000,5,14,44705882
125,3,2,16.05026,108.17358,3800000000,1,14,30400000
69,3,2,16.09412,108.2287,3800000000,5,13,55072463
69,3,2,16.09412,108.2287,3800000000,5,13,55072463
121,0,0,16.04513,108.211,3800000000,2,7,31404958
34,2,2,16.09384,108.24476,3800000000,5,14,111764705
120,0,0,16.00005,108.21795,3800000000,1,5,31666666
42,4,3,16.05329,108.22126,3800000000,2,14,90476190
62,2,1,16.03851,108.24755,3800000000,4,14,61290322
85,2,1,16.09447,108.23031,3800000000,5,14,44705882
81,3,2,16.02842,108.24583,3850000000,4,14,47530864
42,3,3,16.08097,108.21884,3850000000,2,13,91666666
70,3,2,16.04682,108.20867,3850000000,2,13,55000000
50,3,3,16.07538,108.21125,3850000000,2,13,77000000
73,2,2,16.02577,108.20979,3900000000,1,14,53424657
73,0,0,16.02577,108.20979,3900000000,1,14,53424657
90,6,5,16.07371,108.21071,3900000000,6,13,43333333
60,4,4,16.04454,108.21522,3900000000,2,14,65000000
73,3,3,16.02577,108.20979,3900000000,1,14,53424657
100,0,0,16.11587,108.2966,3900000000,5,7,39000000
63,2,2,16.07733,108.2155,3900000000,2,13,61904761
73,2,3,16.02577,108.20979,3900000000,1,14,53424657
58,2,2,16.05577,108.23296,3900000000,5,14,67241379
73,2,2,16.02577,108.20979,3900000000,1,14,53424657
73,3,3,16.02577,108.20979,3900000000,1,14,53424657
73,3,3,16.02577,108.20979,3900000000,1,14,53424657
155,3,2,16.08428,108.15575,3900000000,3,14,25161290
82,2,2,16.03851,108.24755,3900000000,4,0,47560975
75,9,6,16.06838,108.19679,3900000000,6,13,52000000
58,2,2,16.05504,108.23528,3900000000,5,14,67241379
73,2,2,16.02577,108.20979,3900000000,1,14,53424657
75,9,6,16.06838,108.19679,3900000000,6,13,52000000
155,3,2,16.08428,108.15575,3900000000,3,14,25161290
90,0,0,16.10454,108.25893,3900000000,5,7,43333333
73,3,3,16.02577,108.20979,3900000000,1,14,53424657
63,2,2,16.07733,108.2155,3900000000,2,13,61904761
44,3,3,16.06746,108.19719,3900000000,6,13,88636363
63,2,2,16.07733,108.2155,3900000000,2,13,61904761
58,2,1,16.08922,108.21798,3949000000,2,14,68086206
48,3,3,16.0789,108.21699,3950000000,2,13,82291666
56,0,0,16.08954,108.21764,3950000000,2,14,70535714
75,3,4,16.07191,108.17987,3950000000,6,13,52666666
59,2,1,16.08922,108.21798,3950000000,2,14,66949152
100,0,0,16.01834,108.22411,3950000000,1,7,39500000
61,0,0,16.04402,108.23856,3950000000,4,7,64754098
95,0,0,16.02826,108.24208,3950000000,4,7,41578947
80,4,4,16.05448,108.18343,3980000000,6,13,49750000
80,3,3,16.04915,108.18531,3980000000,6,13,49750000
61,5,3,16.06793,108.18581,3990000000,6,13,65409836
80,3,2,16.0721,108.22971,3999000000,5,13,49987500
80,2,2,16.0558,108.22367,4000000000,2,0,50000000
90,3,2,16.01882,108.19493,4000000000,1,14,44444444
43,2,1,16.09023,108.24266,4000000000,5,14,93023255
62,2,2,16.1061,108.13558,4000000000,3,0,64516129
60,2,2,16.05655,108.24693,4000000000,5,0,66666666
100,2,2,16.00969,108.20653,4000000000,1,14,40000000
60,2,2,16.07031,108.24423,4000000000,5,0,66666666
1354,0,0,16.03746,108.0676,4000000000,0,7,2954209
105,3,2,16.03851,108.24755,4000000000,4,0,38095238
90,6,5,16.07371,108.21071,4000000000,6,13,44444444
75,3,2,16.08669,108.24492,4000000000,5,14,53333333
100,0,0,16.06009,108.18561,4000000000,6,14,40000000
43,2,1,16.09023,108.24266,4000000000,5,14,93023255
85,3,3,16.06702,108.20747,4050000000,6,13,47647058
100,2,2,16.06688,108.1799,4050000000,6,13,40500000
82,2,2,16.03851,108.24755,4100000000,4,0,50000000
59,2,1,16.08922,108.21798,4100000000,2,14,69491525
67,3,2,16.06166,108.24544,4100000000,5,13,61194029
59,2,1,16.08922,108.21798,4100000000,2,14,69491525
92,4,4,16.05222,108.17557,4100000000,1,14,44565217
85,3,2,16.05799,108.15665,4100000000,3,14,48235294
80,8,8,16.03328,108.22257,4200000000,2,13,52500000
84,2,3,16.09302,108.24266,4200000000,5,14,50000000
100,3,3,16.01412,108.19179,4200000000,1,14,42000000
105,3,3,16.06009,108.18561,4200000000,6,14,40000000
75,1,1,16.07729,108.17301,4200000000,6,14,56000000
196,3,1,16.06812,108.15036,4200000000,3,14,21428571
95,0,0,16.02637,108.24249,4200000000,4,7,44210526
100,3,3,16.0096,108.22451,4200000000,1,14,42000000
83,3,2,16.05261,108.20901,4250000000,2,13,51204819
105,0,0,16.08011,108.16358,4250000000,3,7,40476190
105,0,0,16.08011,108.16358,4250000000,3,7,40476190
67,3,3,16.05962,108.20926,4280000000,6,13,63880597
71,1,1,16.08565,108.23356,4280000000,5,14,60281690
107,4,3,16.04797,108.15633,4290000000,3,12,40093457
55,3,4,16.05817,108.20961,4290000000,6,13,78000000
102,2,2,16.00442,108.21512,4300000000,1,14,42156862
91,0,0,16.00425,108.22051,4300000000,1,7,47252747
100,0,0,16.02591,108.24014,4300000000,4,4,43000000
102,1,1,16.04433,108.2447,4300000000,4,14,42156862
80,2,2,16.06306,108.24195,4300000000,5,0,53750000
100,2,1,16.02474,108.24536,4300000000,4,14,43000000
94,0,0,15.9829,108.27331,4300000000,4,7,45744680
102,0,0,16.04433,108.2447,4300000000,4,7,42156862
52,0,0,16.04673,108.24238,4350000000,4,7,83653846
95,0,0,16.02594,108.24331,4350000000,4,7,45789473
54,3,3,16.06352,108.20856,4360000000,6,13,80740740
54,3,3,16.06352,108.20856,4360000000,6,13,80740740
60,3,4,16.06851,108.20916,4390000000,6,13,73166666
115,0,0,16.05362,108.23785,4399000000,4,7,38252173
75,4,4,16.03686,108.21903,4400000000,2,14,58666666
72,3,2,16.09335,108.22744,4400000000,5,14,61111111
102,0,0,16.04433,108.2447,4400000000,4,7,43137254
114,0,0,16.05638,108.24681,4400000000,4,7,38596491
90,0,0,15.9803,108.25236,4400000000,4,7,48888888
100,3,2,16.0096,108.22451,4450000000,1,14,44500000
85,3,2,16.03099,108.22059,4490000000,2,14,52823529
72,2,2,16.08946,108.23209,4490000000,5,14,62361111
80,2,2,16.05655,108.24693,4500000000,5,0,56250000
83,2,2,16.1061,108.13558,4500000000,3,0,54216867
51,2,2,16.0558,108.22367,4500000000,2,0,88235294
100,0,0,16.01898,108.25492,4500000000,4,7,45000000
80,2,2,16.1061,108.13558,4500000000,3,2,56250000
70,4,4,16.05823,108.21715,4500000000,2,13,64285714
60,0,1,16.03002,108.22549,4500000000,2,13,75000000
100,4,4,16.03277,108.22202,4500000000,2,14,45000000
85,3,2,16.05561,108.2387,4500000000,5,13,52941176
75,0,0,16.09352,108.24243,4500000000,5,7,60000000
105,3,2,16.03851,108.24755,4500000000,4,0,42857142
26,4,3,16.07243,108.20271,4500000000,6,14,173076923
70,4,4,16.08428,108.15575,4500000000,3,14,64285714
120,0,0,16.1061,108.13558,4500000000,3,7,37500000
140,0,0,16.05243,108.1776,4500000000,1,7,32142857
68,3,2,16.08061,108.21562,4500000000,2,14,66176470
71,3,3,16.05173,108.22054,4500000000,2,13,63380281
105,3,2,16.03851,108.24755,4500000000,4,0,42857142
90,0,0,16.02394,108.24095,4550000000,4,7,50555555
72,2,2,16.08946,108.23209,4550000000,5,13,63194444
43,1,1,16.04673,108.24238,4560000000,4,13,106046511
52,0,0,16.04969,108.24818,4600000000,4,7,88461538
124,1,1,16.0606,108.18981,4600000000,6,13,37096774
105,3,2,16.03851,108.24755,4600000000,4,0,43809523
100,3,3,16.05827,108.174,4600000000,1,14,46000000
54,3,4,16.07688,108.21215,4650000000,2,9,86111111
100,0,0,16.10663,108.25766,4650000000,5,7,46500000
75,3,2,16.03391,108.21354,4650000000,1,14,62000000
70,3,3,16.03114,108.22694,4700000000,2,14,67142857
70,3,3,16.03114,108.22694,4700000000,2,14,67142857
100,3,3,38.89037,-77.03196,4700000000,1,14,47000000
72,3,2,16.02898,108.21231,4700000000,1,14,65277777
70,3,3,16.03114,108.22694,4700000000,2,14,67142857
70,3,3,16.03114,108.22694,4700000000,2,14,67142857
73,2,2,16.03299,108.21183,4700000000,1,14,64383561
115,4,2,16.09203,108.24714,4700000000,5,14,40869565
96,0,0,16.08441,108.23604,4700000000,5,7,48958333
100,3,2,16.0058,108.2198,4700000000,1,14,47000000
64,2,3,16.04779,108.24168,4700000000,4,14,73437500
70,3,3,16.03114,108.22694,4700000000,2,14,67142857
78,2,2,16.03391,108.21354,4700000000,1,14,60256410
100,0,0,16.02611,108.24381,4700000000,4,7,47000000
89,0,0,16.03718,108.24387,4700000000,4,5,52808988
105,3,2,16.03851,108.24755,4725000000,4,0,45000000
100,0,0,16.01533,108.22171,4750000000,1,7,47500000
98,0,0,16.01533,108.22171,4750000000,1,7,48469387
100,4,3,16.01171,108.21869,4750000000,1,14,47500000
99,0,0,16.01533,108.22171,4750000000,1,7,47979797
122,3,3,16.05104,108.17479,4750000000,1,14,38934426
112,3,2,16.05515,108.21731,4750000000,2,13,42410714
100,3,4,16.01171,108.21869,4750000000,1,14,47500000
76,2,2,16.08881,108.22049,4800000000,2,0,63157894
97,4,4,16.07486,108.17162,4800000000,6,14,49484536
100,0,0,16.02611,108.24381,4800000000,4,7,48000000
90,3,3,16.03093,108.24605,4800000000,4,14,53333333
64,4,4,16.08526,108.21779,4800000000,2,14,75000000
81,0,0,16.03834,108.21744,4800000000,2,14,59259259
76,2,2,16.03195,108.22642,4800000000,2,14,63157894
89,3,4,16.05519,108.20532,4800000000,2,13,53932584
66,0,0,16.06556,108.2415,4800000000,5,7,72727272
97,4,4,16.07486,108.17162,4800000000,6,14,49484536
97,4,4,16.07486,108.17162,4800000000,6,14,49484536
60,0,0,16.04729,108.24194,4800000000,4,7,80000000
72,3,4,16.08286,108.16059,4800000000,3,14,66666666
97,4,4,16.07486,108.17162,4800000000,6,14,49484536
97,4,4,16.07486,108.17162,4800000000,6,14,49484536
90,1,1,16.08565,108.23356,4800000000,5,14,53333333
59,3,3,16.08922,108.21798,4850000000,2,14,82203389
75,3,2,16.05827,108.174,4850000000,1,14,64666666
80,3,2,16.05827,108.174,4850000000,1,14,60625000
85,3,3,16.08125,108.21714,4900000000,2,14,57647058
64,2,3,16.04779,108.24168,4900000000,4,14,76562500
121,0,0,16.02474,108.24536,4900000000,4,7,40495867
107,1,1,16.00641,108.23998,4900000000,4,14,45794392
58,2,2,16.07686,108.23455,4900000000,5,14,84482758
77,2,1,16.05559,108.23997,4950000000,5,14,64285714
55,3,4,16.05441,108.2118,4950000000,6,14,90000000
74,4,3,16.03409,108.21264,4950000000,1,14,66891891
